II;ZI;IZ;ZZ
II;IX;ZI;ZX
II;IY;ZI;ZY
II;XI;IZ;XZ
II;YI;IZ;YZ
II;XX;ZZ;YY
II;XY;ZZ;YX
II;XI;IX;XX
II;YI;IX;YX
II;XI;IY;XY
II;YI;IY;YY
II;XZ;ZX;YY
II;YZ;ZX;XY
II;XZ;ZY;YX
II;YZ;ZY;XX
